Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
8.356664167,-4.30480957,-16.32331848,-42.88183594,46.08507313
8.366609167,-4.275527954,-16.29373169,-42.72918701,45.92982968
8.376555167,-4.092330933,-16.43488312,-42.71188354,45.94733454
8.386500167,-4.288223267,-16.44132233,-42.87930298,46.12310227
8.396445167,-4.216461182,-16.37827301,-43.08935547,46.28951206
8.406391167,-4.389007568,-16.3547287,-42.96151733,46.17826881
8.416336167,-4.20489502,-16.4197464,-42.92074585,46.1462852
8.426282167,-4.20489502,-16.4197464,-42.92074585,46.1462852
8.436227167,-4.052246094,-16.3928833,-42.95788574,46.157635
8.446172167,-3.953323364,-16.46282959,-43.20669556,46.40551761
8.456118167,-3.959091187,-16.14586639,-43.20639038,46.29422831
8.466063167,-4.037918091,-16.41269684,-42.8343811,46.0485136
8.476009167,-4.228134155,-16.39096069,-42.8757019,46.09627452
8.485954167,-4.332504272,-16.47599792,-43.31411743,46.5439778
8.495899167,-4.280105591,-16.31801605,-43.49093628,46.64824209
8.505845167,-4.172683716,-16.36263275,-43.63754272,46.79083431
8.515790167,-4.30291748,-16.53922272,-43.58197021,46.81291611
8.525735167,-4.315933228,-16.39144135,-43.53826904,46.72138162
8.535681167,-4.27645874,-16.39050293,-43.62869263,46.80170409
8.545626167,-4.115509033,-16.45787048,-43.44802856,46.6425782
8.555572167,-4.01890564,-16.5200119,-43.26358032,46.4844036
8.565517167,-4.21043396,-16.62499237,-42.96682739,46.26301311
8.575462167,-4.191726685,-16.66254425,-43.2024231,46.49365887
8.585408167,-4.18762207,-16.40544891,-43.35018921,46.53937942
8.595353167,-4.071090698,-16.31841278,-42.61355591,45.81243851
8.605299167,-3.784393311,-16.44739532,-42.84555054,46.04975186
8.615244167,-3.900741577,-16.4521637,-43.02871704,46.23159056
8.625189167,-3.897216797,-16.36382294,-43.1322937,46.29641195
8.635135167,-3.723449707,-16.60599518,-43.24838257,46.47629233
8.645080167,-4.101928711,-16.5332489,-43.14828491,46.38910033
8.655026167,-3.886505127,-16.29820251,-43.1550293,46.29355118
8.664971167,-3.792755127,-16.49774933,-42.92550659,46.14282003
8.674912792,-3.971481323,-16.41136169,-42.53155518,45.76066698
8.684858792,-3.950088501,-16.35289764,-42.68286133,45.87861279
8.694803792,-3.750686646,-16.27465057,-43.09518433,46.21825195
8.704749792,-3.625061035,-16.11812592,-43.58853149,46.61432321
8.714694792,-3.891525269,-16.22190094,-43.16445923,46.27596114
8.724639792,-3.959396362,-16.12310791,-42.88366699,45.98521853
8.734585792,-3.798721313,-15.93048096,-43.02194214,46.03366173
8.744530792,-3.824325562,-15.99256897,-42.93893433,45.97977609
8.754475792,-3.737426758,-16.05417633,-42.99328613,46.04484324
8.764421792,-3.620605469,-16.085289,-43.30465698,46.33722718
8.774366792,-3.796691895,-16.29566193,-43.19885254,46.32606532
8.784312792,-3.815734863,-16.1676178,-43.19815063,46.28209066
8.794257792,-3.899108887,-16.0475769,-42.95028687,46.01581159
8.804202792,-3.813018799,-16.05458832,-43.29092407,46.32918114
8.814148792,-3.705459595,-16.13021088,-43.48910522,46.53188592
8.824093792,-3.763214111,-16.26141357,-43.43127441,46.52817371
8.834039792,-3.844711304,-16.12957764,-43.13735962,46.21446608
8.843984792,-4.069015503,-15.95722961,-43.19903564,46.23144757
8.853929792,-3.784637451,-16.07500458,-42.88711548,45.95687029
8.863875792,-3.784240723,-16.18428802,-42.78701782,45.90185781
8.873820792,-4.004333496,-16.23180389,-42.49185181,45.6624968
8.883766792,-3.922729492,-16.23915863,-42.68591309,45.83868732
8.893711792,-3.990371704,-16.0759201,-43.00457764,46.08418353
8.903656792,-3.933410645,-16.23793793,-43.2052002,46.32312243
8.913602792,-4.050415039,-16.18524933,-42.97619629,46.10121045
8.923547792,-4.030227661,-16.29727936,-42.88824463,46.05698185
8.933492792,-4.033966064,-16.32261658,-42.70022583,45.89128436
8.943438792,-3.706634521,-16.45484924,-42.82577515,46.02768971
8.953383792,-3.815643311,-16.36868286,-42.78308105,45.96612815
8.963329792,-3.701705933,-16.09117126,-42.77890015,45.85480037
8.973274792,-3.695861816,-16.18494415,-42.93109131,46.02923433
8.983219792,-3.664276123,-16.05535126,-43.39752197,46.41708885
8.993165792,-3.735855103,-16.27519989,-43.57876587,46.66848594
9.003110792,-3.66116333,-16.42757416,-43.39291382,46.54260714
9.013056792,-3.719894409,-16.21028137,-43.40505981,46.48236283
9.023001792,-3.880142212,-16.17910767,-42.82119751,45.93989535
9.032946792,-4.00453186,-16.22619629,-43.14480591,46.26877995
9.042892792,-4.036468506,-16.13098145,-42.98501587,46.08918777
9.052837792,-3.946929932,-16.00465393,-42.97384644,46.0269343
9.062783792,-3.837493896,-16.0838089,-42.98413086,46.05486699
9.072728792,-3.949356079,-16.15666199,-43.17907715,46.27167431
9.082673792,-3.931610107,-16.17082214,-43.6960144,46.75783059
9.092619792,-3.926254272,-16.39123535,-43.568573,46.7151862
9.102564792,-4.031356812,-16.31008148,-43.48391724,46.61675293
9.112510792,-4.244842529,-16.2358551,-43.59533691,46.71375686
9.122455792,-4.391799927,-16.05412292,-42.86114502,45.97934886
9.132400792,-4.120391846,-16.2912674,-43.02603149,46.19115076
9.142346792,-4.237670898,-16.1792984,-43.12832642,46.25775709
9.152291792,-4.043014526,-16.13647461,-43.22711182,46.317545
9.162236792,-4.081207275,-16.09912872,-43.3001709,46.37610374
9.172182792,-3.963256836,-16.07237244,-43.29223633,46.34917784
9.182127792,-3.987106323,-16.13689423,-42.89038086,45.99870805
9.192073792,-3.740661621,-15.99768066,-43.21005249,46.22798906
9.202018792,-3.931503296,-15.98628998,-43.26004028,46.28659926
9.211963792,-3.999694824,-15.95765686,-43.08511353,46.11909993
9.221909792,-4.014053345,-16.05953979,-43.10263062,46.17205008
9.231854792,-4.007217407,-16.16921997,-43.13357544,46.23858558
9.241800792,-4.102249146,-16.30635071,-42.71517944,45.90546892
9.251745792,-3.803482056,-16.08664703,-42.70513916,45.79274614
9.261690792,-4.02835083,-16.38269806,-42.82501221,46.02827475
9.271636792,-3.793685913,-16.4465332,-42.86981201,46.07278252
9.281581792,-3.861129761,-16.37462616,-43.02062988,46.19319539
9.291527792,-3.698318481,-16.4265213,-43.04803467,46.22381908
9.301472792,-4.050949097,-16.30671692,-43.19528198,46.34815628
9.311417792,-3.827819824,-16.19132996,-43.10986328,46.20900002
9.321363792,-3.821044922,-16.27349091,-42.9758606,46.11237886
9.331308792,-3.955078125,-16.10545349,-43.18276978,46.25775482
9.341254792,-4.07460022,-16.30955505,-43.58096313,46.71085849
9.351199792,-4.23059082,-16.40542603,-43.12356567,46.33225462
9.361144792,-4.136642456,-16.57653046,-43.09790039,46.3607829
9.371090792,-4.121398926,-16.15155029,-43.2199707,46.32304366
9.381035792,-4.155548096,-16.21433258,-42.97869873,46.12311466
9.390981792,-4.036895752,-16.4352951,-42.74282837,45.97134792
9.400926792,-4.125091553,-16.49674988,-42.87902832,46.12775961
9.410871792,-4.124267578,-16.36839294,-43.05264282,46.24352846
9.420817792,-4.124267578,-16.36839294,-43.05264282,46.24352846
9.430762792,-4.085998535,-16.25701904,-42.74511719,45.91438876
9.440707792,-4.037475586,-16.04991913,-43.03726196,46.10972815
9.450653792,-3.846374512,-16.09405518,-43.2350769,46.29346697
9.460598792,-3.942108154,-16.22972107,-42.96456909,46.09661875
9.470544792,-3.751693726,-16.39565277,-43.1697998,46.33059735
9.480489792,-4.009536743,-16.40890503,-43.0090332,46.20720167
9.490434792,-4.019119263,-16.3829422,-43.0526123,46.23939382
9.500380792,-3.758117676,-16.30970764,-43.20016479,46.32908644
9.510325792,-3.852035522,-16.21989441,-43.21685791,46.32083721
9.520271792,-4.185623169,-16.35534668,-43.0229187,46.21675389
9.530216792,-3.824523926,-16.42076111,-42.97640991,46.16535701
9.540161792,-3.888748169,-16.40232849,-43.03167725,46.21562494
9.550107792,-4.150421143,-16.31537628,-43.49591064,46.64023737
9.560052792,-3.791793823,-16.41420746,-43.33932495,46.49839776
9.569998792,-4.069824219,-16.12963867,-43.51165771,46.58318441
9.579943792,-4.051696777,-16.13352203,-43.5145874,46.58568554
9.589888792,-4.034225464,-16.11079407,-43.35372925,46.42605411
9.599834792,-4.041992188,-16.0787735,-43.70620728,46.7450234
9.609779792,-3.977539063,-16.07144928,-43.39959717,46.45037495
9.619725792,-4.029876709,-16.1643219,-43.43710327,46.52211463
9.629670792,-3.904602051,-16.08152008,-43.51239014,46.55308046
9.639615792,-3.738693237,-16.19541931,-43.60818481,46.66843919
9.649561792,-3.711975098,-16.06383514,-43.41293335,46.43822069
9.659506792,-3.702880859,-16.21362305,-43.740448,46.79550929
9.669452792,-3.847335815,-16.2935791,-43.50231934,46.61260023
9.679397542,-3.787521362,-16.25325775,-43.27618408,46.38255938
9.689342542,-3.923965454,-16.23295593,-43.49127197,46.58752087
9.699288542,-3.539871216,-16.40097046,-43.03143311,46.18686778
9.709233542,-3.64781189,-16.35263062,-43.13885498,46.27824401
9.719178542,-3.871017456,-16.08314514,-43.03695679,46.10674553
9.729124542,-3.660232544,-16.07512665,-42.89797974,45.95697623
9.739069542,-3.65411377,-16.01296234,-43.33865356,46.34658998
9.749015542,-3.856796265,-16.06636047,-43.22070313,46.27128694
9.758960542,-3.788589478,-16.02745056,-43.06402588,46.10577954
9.768905542,-3.690841675,-16.03514099,-43.24545288,46.27004705
9.778851542,-3.946243286,-16.14094543,-43.38684082,46.45988498
9.788796542,-3.884933472,-16.15040588,-43.33944702,46.41374782
9.798742542,-4.068435669,-16.35782623,-43.56481934,46.71214116
9.808687542,-3.915878296,-16.24207306,-43.49499512,46.59349354
9.818633542,-3.817886353,-16.44184875,-43.5256958,46.68401056
9.828578542,-3.680953979,-16.4076767,-43.43023682,46.57195236
9.838523542,-3.705856323,-16.37587738,-43.33013916,46.46938445
9.848469542,-3.880050659,-16.26776886,-43.1081543,46.23859928
9.858414542,-3.869338989,-16.23792267,-43.42141724,46.51947325
9.868359542,-3.78678894,-15.92871857,-43.01165771,46.02245696
9.878305542,-3.996200562,-15.9371109,-42.88150024,45.92150026
9.888250542,-3.948974609,-15.96548462,-42.92572021,45.96856051
9.898196542,-3.955352783,-16.06005859,-42.82357788,45.90674373
9.908141542,-4.030899048,-16.06906128,-42.73400879,45.83293995
9.918086542,-3.86907959,-16.24409485,-42.84460449,45.98369851
9.928032542,-3.93989563,-15.97657013,-43.26339722,46.28709442
9.937977542,-4.001419067,-15.95649719,-43.22854614,46.25287406
9.947923542,-4.074569702,-15.95184326,-42.91226196,45.96221979
9.957868542,-4.026260376,-15.94818878,-42.92202759,45.96581284
9.967813542,-3.870880127,-16.08690643,-42.89367676,45.97433825
9.977759542,-3.871627808,-16.02082825,-43.09042358,46.13503055
9.987704542,-3.906173706,-15.81578827,-42.69213867,45.69481432
9.997650542,-3.92074585,-15.85300446,-43.11175537,46.101122
